"ticket_no","name","ticket_title","description_plain","comments","solution"
T029789,iApp,Consecutive 9 days employees worked Face Raider should not working,"Hi Milan, We need your support regarding an consecutive days in the Spectra system. If an employee has worked for 9 consecutive days, the Face Raider functionality should not work, when they return to work on the 10th day. We kindly request you to make the necessary arrangements in the Spectra system to address this issue.",Forward to Milan Sir,
T029789,iApp,Consecutive 9 days employees worked Face Raider should not working,"Hi Milan, We need your support regarding an consecutive days in the Spectra system. If an employee has worked for 9 consecutive days, the Face Raider functionality should not work, when they return to work on the 10th day. We kindly request you to make the necessary arrangements in the Spectra system to address this issue.",Ticket Details Changed,
T029789,iApp,Consecutive 9 days employees worked Face Raider should not working,"Hi Milan, We need your support regarding an consecutive days in the Spectra system. If an employee has worked for 9 consecutive days, the Face Raider functionality should not work, when they return to work on the 10th day. We kindly request you to make the necessary arrangements in the Spectra system to address this issue.",Forward to Milan Sir,
T029789,iApp,Consecutive 9 days employees worked Face Raider should not working,"Hi Milan, We need your support regarding an consecutive days in the Spectra system. If an employee has worked for 9 consecutive days, the Face Raider functionality should not work, when they return to work on the 10th day. We kindly request you to make the necessary arrangements in the Spectra system to address this issue.",Forward to Milan Sir,
T029789,iApp,Consecutive 9 days employees worked Face Raider should not working,"Hi Milan, We need your support regarding an consecutive days in the Spectra system. If an employee has worked for 9 consecutive days, the Face Raider functionality should not work, when they return to work on the 10th day. We kindly request you to make the necessary arrangements in the Spectra system to address this issue.",The user will be blocked if the current employee continues present for 9 days.This feature does not function when setting up rule setup in Access control module. ,
T029789,iApp,Consecutive 9 days employees worked Face Raider should not working,"Hi Milan, We need your support regarding an consecutive days in the Spectra system. If an employee has worked for 9 consecutive days, the Face Raider functionality should not work, when they return to work on the 10th day. We kindly request you to make the necessary arrangements in the Spectra system to address this issue.",this case is handle by akansh,
T029789,iApp,Consecutive 9 days employees worked Face Raider should not working,"Hi Milan, We need your support regarding an consecutive days in the Spectra system. If an employee has worked for 9 consecutive days, the Face Raider functionality should not work, when they return to work on the 10th day. We kindly request you to make the necessary arrangements in the Spectra system to address this issue.",this case is handle by akansh,
T029789,iApp,Consecutive 9 days employees worked Face Raider should not working,"Hi Milan, We need your support regarding an consecutive days in the Spectra system. If an employee has worked for 9 consecutive days, the Face Raider functionality should not work, when they return to work on the 10th day. We kindly request you to make the necessary arrangements in the Spectra system to address this issue.",we have perform the above case and it is working fine with facescribe as a reader and twinx 3s as controller ,
T029789,iApp,Consecutive 9 days employees worked Face Raider should not working,"Hi Milan, We need your support regarding an consecutive days in the Spectra system. If an employee has worked for 9 consecutive days, the Face Raider functionality should not work, when they return to work on the 10th day. We kindly request you to make the necessary arrangements in the Spectra system to address this issue.",we have checked the above case and verify that user is blocked in iapp as  rule set,
T029789,iApp,Consecutive 9 days employees worked Face Raider should not working,"Hi Milan, We need your support regarding an consecutive days in the Spectra system. If an employee has worked for 9 consecutive days, the Face Raider functionality should not work, when they return to work on the 10th day. We kindly request you to make the necessary arrangements in the Spectra system to address this issue.","We need to upgrade to the latest version of iApp.
we are waiting for the client's schedule to proceed with the upgrade.",
T029789,iApp,Consecutive 9 days employees worked Face Raider should not working,"Hi Milan, We need your support regarding an consecutive days in the Spectra system. If an employee has worked for 9 consecutive days, the Face Raider functionality should not work, when they return to work on the 10th day. We kindly request you to make the necessary arrangements in the Spectra system to address this issue.","We need to upgrade to the latest version of iApp. 
we are waiting for the client's schedule to proceed with the upgrade.",
T029790,iApp,Biometric machine issue - Pune,"Its not working properly as I mentioned below.

 

There is delay/lagging in scanning of cards and sometimes, the machine installed inside the door is not working.

 

You need to keep monitoring this machine on regular basis then share the conclusions.

 

Dear Basant,

You also received complaints earlier from employees of Pune location for machine not working sometimes properly.",A hardware visit is required at the Pune location to address ongoing issues related to the device card sensing and door lock functionality.,After visited the hardware engineer issue has been resolved 
